Tube,Mouse,Slice,Punch,photos,notes,Date,ready.time,start.time,end.time,Slice.collector,Punch.Collector,SliceSize,Punchsize,punch.location,RNAisolationdate,RNAisolator,slice.location,best location,jobnumber,RNAseqID,Mouse-short,Random,storagebox,year,Purpose,region
IF,15-142B,2,CA3,,,7/2/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,142B,,,2015,Collaboratorium,
IG,15-142B,3,CA3,,,7/2/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,142B,,,2015,Collaboratorium,
IH,15-142B,4,other,,CA3 CA4,7/2/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,142B,,,2015,Collaboratorium,
II,15-142B,1,CA4,,,7/2/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,142B,,,2015,Collaboratorium,
IJ,15-142B,2,CA4,,,7/2/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,142B,,,2015,Collaboratorium,
IK,15-142B,3,CA4,,,7/2/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,142B,,,2015,Collaboratorium,
IL,15-142B,4,DG,,,7/2/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,142B,,,2015,Collaboratorium,
IM,15-142B,1,DG,,,7/2/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,142B,,,2015,Collaboratorium,
IN,15-142B,2,DG,,,7/2/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,142B,,,2015,Collaboratorium,
IP,15-142D,1,CA4,slice photos,,7/6/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,142D,,,2015,Collaboratorium,
IQ,15-142D,2,CA4,slice photos,,7/6/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,142D,,,2015,Collaboratorium,
IR,15-142D,3,CA4,slice photos,,7/6/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,142D,,,2015,Collaboratorium,
IS,15-142D,3,CA2,slice photos,,7/6/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,142D,,,2015,Collaboratorium,
IT,15-142D,2,CA2,slice photos,,7/6/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,142D,,,2015,Collaboratorium,
IU,15-142D,1,CA2,slice photos,,7/6/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,142D,,,2015,Collaboratorium,
IV,15-142D,3,CA3,slice photos,,7/6/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,142D,,,2015,Collaboratorium,
IW,15-142D,1,CA1,slice photos,,7/6/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,142D,,,2015,Collaboratorium,
IX,15-142D,2,CA1,slice photos,,7/6/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,142D,,,2015,Collaboratorium,
IY,15-142D,3,CA1,slice photos,,7/6/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,142D,,,2015,Collaboratorium,
IZ,15-142D,2,CA3,slice photos,,7/6/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,142D,,,2015,Collaboratorium,
JA,15-142D,3,DG,slice photos,,7/6/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,142D,,,2015,Collaboratorium,
JB,15-142D,2,DG,slice photos,,7/6/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,142D,,,2015,Collaboratorium,
JC,15-142D,1,DG,slice photos,,7/6/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,142D,,,2015,Collaboratorium,
JD,15-143A,1,CA4,,,7/9/15,NA,NA,NA,MK,RMH,350,250,Centered on cell layer,,,,1,,,143A,,,2015,Collaboratorium,
JE,15-143A,2,CA4,,,7/9/15,NA,NA,NA,MK,RMH,350,250,Centered on cell layer,,,,,,,143A,,,2015,Collaboratorium,
JF,15-143A,2,CA3,,,7/9/15,NA,NA,NA,MK,RMH,350,250,Centered on cell layer,,,,,,,143A,,,2015,Collaboratorium,
JG,15-143A,1,CA3,,,7/9/15,NA,NA,NA,MK,RMH,350,250,Centered on cell layer,,,,1,JA16---,143A-CA3-1,143A,77,,2015,Collaboratorium,
JH,15-143A,1,DG,,,7/9/15,NA,NA,NA,MK,RMH,350,250,Centered on cell layer,,,,1,JA16---,143A-DG-1,143A,50,,2015,Collaboratorium,
JI,15-143A,2,DG,,,7/9/15,NA,NA,NA,MK,RMH,350,250,Centered on cell layer,,,,,,,143A,,,2015,Collaboratorium,
JJ,15-143A,1,CA1,,,7/9/15,NA,NA,NA,MK,RMH,350,250,Centered on cell layer,,,,1,JA16---,143A-CA1-1,143A,6,,2015,Collaboratorium,
JK,15-143A,2,CA1,,,7/9/15,NA,NA,NA,MK,RMH,350,250,Centered on cell layer,,,,,,,143A,,,2015,Collaboratorium,
JL,15-143A,2,CA2,,,7/9/15,NA,NA,NA,MK,RMH,350,250,Centered on cell layer,,,,,,,143A,,,2015,Collaboratorium,
JM,15-143A,1,CA2,,,7/9/15,NA,NA,NA,MK,RMH,350,250,Centered on cell layer,,,,1,,,143A,,,2015,Collaboratorium,
JN,15-143B,1,CA4,,,7/9/15,NA,NA,NA,MK,RMH,350,250,Centered on cell layer,,,,1,,,143B,,,2015,Collaboratorium,
JO,15-143B,2,CA4,,,7/9/15,NA,NA,NA,MK,RMH,350,250,Centered on cell layer,,,,,,,143B,,,2015,Collaboratorium,
JP,15-143B,3,CA4,,,7/9/15,NA,NA,NA,MK,RMH,350,250,Centered on cell layer,,,,,,,143B,,,2015,Collaboratorium,
JQ,15-143B,3,CA3,,,7/9/15,NA,NA,NA,MK,RMH,350,250,Centered on cell layer,,,,,,,143B,,,2015,Collaboratorium,
JR,15-143B,2,CA3,,,7/9/15,NA,NA,NA,MK,RMH,350,250,Centered on cell layer,,,,,,,143B,,,2015,Collaboratorium,
JS,15-143B,1,CA3,,,7/9/15,NA,NA,NA,MK,RMH,350,250,Centered on cell layer,,,,1,JA16---,143B-CA3-1,143B,69,,2015,Collaboratorium,
JT,15-143B,1,CA2,,,7/9/15,NA,NA,NA,MK,RMH,350,250,Centered on cell layer,,,,1,,,143B,,,2015,Collaboratorium,
JU,15-143B,2,CA2,,,7/9/15,NA,NA,NA,MK,RMH,350,250,Centered on cell layer,,,,,,,143B,,,2015,Collaboratorium,
JV,15-143B,3,CA2,,,7/9/15,NA,NA,NA,MK,RMH,350,250,Centered on cell layer,,,,,,,143B,,,2015,Collaboratorium,
JW,15-143B,3,CA1,,,7/9/15,NA,NA,NA,MK,RMH,350,250,Centered on cell layer,,,,,,,143B,,,2015,Collaboratorium,
JX,15-143B,2,CA1,,,7/9/15,NA,NA,NA,MK,RMH,350,250,Centered on cell layer,,,,,,,143B,,,2015,Collaboratorium,
JY ,15-143B,1,CA1,,,7/9/15,NA,NA,NA,MK,RMH,350,250,Centered on cell layer,,,,1,JA16---,143B-CA1-1,143B,34,,2015,Collaboratorium,
JZ,15-143B,1,DG,,,7/9/15,NA,NA,NA,MK,RMH,350,250,Centered on cell layer,,,,1,JA16---,143B-DG-1,143B,76,,2015,Collaboratorium,
KA,15-143B,2,DG,,,7/9/15,NA,NA,NA,MK,RMH,350,250,Centered on cell layer,,,,,,,143B,,,2015,Collaboratorium,
KB,15-143B,3,DG,,,7/9/15,NA,NA,NA,MK,RMH,350,250,Centered on cell layer,,,,,,,143B,,,2015,Collaboratorium,
KC,15-143D,1,CA1,,,7/9/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,143D,,,2015,Collaboratorium,
KD,15-143D,2,CA1,,,7/9/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,143D,,,2015,Collaboratorium,
KF,15-143D,3,CA1,,,7/9/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,3,JA16---,143D-CA1-3,143D,72,,2015,Collaboratorium,
KG,15-143D,3,CA4,,,7/9/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,3,,,143D,,,2015,Collaboratorium,
KH,15-143D,1,CA4,,,7/9/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,143D,,,2015,Collaboratorium,
KJ,15-143D,2,CA4,,,7/9/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,143D,,,2015,Collaboratorium,
KK,15-143D,2,CA3,,,7/9/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,143D,,,2015,Collaboratorium,
KL,15-143D,3,CA3,,,7/9/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,3,JA16---,143D-CA3-3,143D,74,,2015,Collaboratorium,
KM,15-143D,1,CA3,,,7/10/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,143D,,,2015,Collaboratorium,
KO,15-143D,3,DG,,,7/10/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,3,JA16---,143D-DG-3,143D,19,,2015,Collaboratorium,
KP,15-143D,2,DG,,,7/10/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,143D,,,2015,Collaboratorium,
KQ,15-143D,3,CA2,,,7/10/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,3,,,143D,,,2015,Collaboratorium,
KR,15-143D,1,CA2,,,7/10/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,143D,,,2015,Collaboratorium,
KX,15-143C,1,CA1,,,7/10/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,1,JA16---,143C-CA1-1,143C,2,,2015,Collaboratorium,
KY ,15-143C,2,CA1,,,7/10/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,4/13/16,RMH,,,JA16268,143C_CA1_S,143C,,,2015,Collaboratorium,
LA,15-143C,3,CA1,,,7/10/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,4/13/16,RMH,,,JA16268,143C_CA1_D,143C,,,2015,Collaboratorium,
LB,15-143C,4,CA1,,,7/10/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,4/13/16,RMH,,,JA16268,143C_CA1_D,143C,,,2015,Collaboratorium,
LC,15-143C,4,CA3,,,7/10/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,143C,,,2015,Collaboratorium,
LD,15-143C,2,CA3,,,7/10/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,143C,,,2015,Collaboratorium,
LE,15-143C,1,CA3,,,7/10/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,1,JA16---,143C-CA3-1,143C,33,,2015,Collaboratorium,
LF,15-143C,1,DG,,,7/10/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,4/13/16,RMH,,,JA16268,143C_DG_S,143C,,,2015,Collaboratorium,
LG,15-143C,2,DG,,,7/10/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,4/13/16,RMH,,,JA16268,143C_DG_D,143C,,,2015,Collaboratorium,
LH,15-143C,4,DG,,,7/10/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,4/13/16,RMH,,,JA16268,143C_DG_D,143C,,,2015,Collaboratorium,
LJ,15-143C,2,CA2,,,7/10/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,143C,,,2015,Collaboratorium,
LK,15-143C,1,CA2,,,7/10/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,1,,,143C,,,2015,Collaboratorium,
LL,15-143C,1,CA4,,,7/10/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,1,,,143C,,,2015,Collaboratorium,
LM,15-143C,2,CA4,,,7/10/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,143C,,,2015,Collaboratorium,
LN,15-144B,1,CA3,,"renamed from simply ""B""",7/15/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,1,JA16---,144B-CA3-1,144B,60,,2015,Collaboratorium,
LO,15-144B,2,CA3,,"renamed from simply ""B""",7/15/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144B,,,2015,Collaboratorium,
LP,15-144B,3,CA3,,"renamed from simply ""B""",7/15/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144B,,,2015,Collaboratorium,
LQ,15-144B,4,CA3,,"renamed from simply ""B""",7/15/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144B,,,2015,Collaboratorium,
LR,15-144B,1,CA4,,"renamed from simply ""B""",7/15/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,1,,,144B,,,2015,Collaboratorium,
LS,15-144B,2,CA4,,"renamed from simply ""B""",7/15/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144B,,,2015,Collaboratorium,
LT,15-144B,3,CA4,,"renamed from simply ""B""",7/15/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144B,,,2015,Collaboratorium,
LU,15-144B,4,CA4,,"renamed from simply ""B""",7/15/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144B,,,2015,Collaboratorium,
LV,15-144B,1,CA1,,cant see punch,7/15/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,1,JA16---,144B-CA1-1,144B,3,,2015,Collaboratorium,
LW,15-144B,2,CA1,,no land mark,7/15/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144B,,,2015,Collaboratorium,
LX,15-144B,3,CA1,,"bad punch, slipped into other tissue",7/15/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144B,,,2015,Collaboratorium,
LY,15-144B,4,CA1,,"renamed from simply ""B""",7/15/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144B,,,2015,Collaboratorium,
LZ,15-144B,1,CA2,,"renamed from simply ""B""",7/15/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,1,,,144B,,,2015,Collaboratorium,
MA,15-144B,2,CA2,,no land mark,7/15/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144B,,,2015,Collaboratorium,
MB,15-144B,3,CA2,,"renamed from simply ""B""",7/15/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144B,,,2015,Collaboratorium,
MC,15-144B,4,CA2,,slice 1 and 3 are best,7/15/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144B,,,2015,Collaboratorium,
MD,15-144B,1,DG,,"renamed from simply ""B""",7/15/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,1,JA16---,144B-DG-1,144B,59,,2015,Collaboratorium,
ME,15-144B,2,DG,,"renamed from simply ""B""",7/15/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144B,,,2015,Collaboratorium,
MF,15-144B,3,DG,,"renamed from simply ""B""",7/15/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144B,,,2015,Collaboratorium,
MG,15-144A,1,DG,,no visual confirmation,7/15/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144A,,,2015,Collaboratorium,
MH,15-144A,2,DG,,no visual confirmation,7/15/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,2,JA16---,144A-DG-2,144A,47,,2015,Collaboratorium,
MI,15-144A,2,CA4,,"renamed from simply ""A""",7/15/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,2,,,144A,,,2015,Collaboratorium,
MJ,15-144A,1,CA4,,"renamed from simply ""A""",7/15/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144A,,,2015,Collaboratorium,
MK,15-144A,1,CA3,,pretty ventral,7/15/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144A,,,2015,Collaboratorium,
ML,15-144A,2,CA3,,pretty ventral,7/15/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,2,JA16---,144A-CA3-2,144A,55,,2015,Collaboratorium,
MM,15-144A,2,CA2,,"renamed from simply ""A""",7/15/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,2,,,144A,,,2015,Collaboratorium,
MN,15-144A,1,CA1,,no land mark,7/15/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144A,,,2015,Collaboratorium,
MO,15-144A,1,CA2,,"renamed from simply ""A""",7/15/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144A,,,2015,Collaboratorium,
MP,15-144A,2,CA1,,"renamed from simply ""A""",7/15/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,2,JA16---,144A-CA1-2,144A,73,,2015,Collaboratorium,
MQ,15-144D,1,CA1,,,7/17/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144D,,,2015,Collaboratorium,
MR,15-144D,2,CA1,,,7/17/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,2,JA16---,144D-CA1-2,144D,51,,2015,Collaboratorium,
MS,15-144D,3,CA1,,,7/17/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144D,,,2015,Collaboratorium,
MT,15-144D,1,CA3,,,7/17/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144D,,,2015,Collaboratorium,
MU,15-144D,2,CA3,,,7/17/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,2,JA16---,144D-CA3-2,144D,18,,2015,Collaboratorium,
MV,15-144D,3,CA3,,,7/17/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144D,,,2015,Collaboratorium,
MX,15-144D,1,CA2,,,7/17/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144D,,,2015,Collaboratorium,
MY,15-144D,2,CA2,,,7/17/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,2,,,144D,,,2015,Collaboratorium,
MZ,15-144D,3,CA2,,,7/17/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144D,,,2015,Collaboratorium,
NA,15-144D,1,DG,,,7/17/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144D,,,2015,Collaboratorium,
NB,15-144D,2,DG,,,7/17/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,2,JA16---,144D-DG-2,144D,71,,2015,Collaboratorium,
NC,15-144D,3,DG,,,7/17/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144D,,,2015,Collaboratorium,
ND,15-144D,1,CA4,,,7/17/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144D,,,2015,Collaboratorium,
NE,15-144D,2,CA4,,,7/17/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,2,,,144D,,,2015,Collaboratorium,
NF,15-144D,3,CA4,,may have lost it,7/17/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144D,,,2015,Collaboratorium,
NG,15-144C,1,CA1,,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144C,,,2015,Collaboratorium,
NH,15-144C,2,CA1,,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,2,JA16---,144C-CA1-2,144C,21,,2015,Collaboratorium,
NI,15-144C,3,CA1,,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144C,,,2015,Collaboratorium,
NJ,15-144C,1,CA3,,no visual confirmation of punch,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144C,,,2015,Collaboratorium,
NK,15-144C,2,CA3,,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,2,JA16---,144C-CA3-2,144C,35,,2015,Collaboratorium,
NL,15-144C,3,CA3,,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144C,,,2015,Collaboratorium,
NM,15-144C,1,DG,,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144C,,,2015,Collaboratorium,
NN,15-144C,2,DG,,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,2,JA16---,144C-DG-2,144C,32,,2015,Collaboratorium,
NO,15-144C,3,DG,,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144C,,,2015,Collaboratorium,
NP,15-144C,1,CA4,,no visual confirmation of punch,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144C,,,2015,Collaboratorium,
NQ,15-144C,2,CA4,,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,2,,,144C,,,2015,Collaboratorium,
NR,15-144C,3,CA4,,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144C,,,2015,Collaboratorium,
NS,15-144C,1,CA2,,no visual confirmation of punch,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144C,,,2015,Collaboratorium,
NT,15-144C,2,CA2,,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,2,,,144C,,,2015,Collaboratorium,
NU,15-144C,3,CA2,,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,144C,,,2015,Collaboratorium,
NV,15-145A,1,CA3,,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,145A,,,2015,Collaboratorium,
NX,15-145A,2,CA3,,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,2,JA16---,145A-CA3-2,145A,45,,2015,Collaboratorium,
NY,15-145A,3,CA3,,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,145A,,,2015,Collaboratorium,
NZ,15-145A,1,DG,,no visual confirmation of punch,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,145A,,,2015,Collaboratorium,
OA,15-145A,2,DG,,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,2,JA16---,145A-DG-2,145A,53,,2015,Collaboratorium,
OB,15-145A,3,DG,,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,145A,,,2015,Collaboratorium,
OC,15-145A,1,CA1,,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,145A,,,2015,Collaboratorium,
OD,15-145A,2,CA1,,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,2,JA16---,145A-CA1-2,145A,64,,2015,Collaboratorium,
OE,15-145A,3,CA1,,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,145A,,,2015,Collaboratorium,
OF,15-145A,1,CA4,,no visual confirmation of punch,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,145A,,,2015,Collaboratorium,
OG,15-145A,2,CA4,,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,2,,,145A,,,2015,Collaboratorium,
OH,15-145A,3,CA4,,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,145A,,,2015,Collaboratorium,
OI,15-145A,1,CA2,,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,145A,,,2015,Collaboratorium,
OJ,15-145A,2,CA2,,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,2,,,145A,,,2015,Collaboratorium,
OK,15-145A,3,CA2,,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,,,,,145A,,,2015,Collaboratorium,
OL,15-145B,1,CA2,slice photos,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,75,75,,,145B,,,2015,Collaboratorium,
OM,15-145B,2,CA2,slice photos,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,77,,,,145B,,,2015,Collaboratorium,
ON,15-145B,3,CA2,slice photos,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,74,,,,145B,,,2015,Collaboratorium,
OP,15-145B,1,CA1,slice photos,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,75,75,JA16---,145B-CA1-1,145B,14,,2015,Collaboratorium,
OQ,15-145B,2,CA1,slice photos,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,77,,,,145B,,,2015,Collaboratorium,
OR,15-145B,3,CA1,slice photos,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,74,,,,145B,,,2015,Collaboratorium,
OS,15-145B,1,CA3,slice photos,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,75,75,JA16---,145B-CA3-1,145B,29,,2015,Collaboratorium,
OT,15-145B,2,CA3,slice photos,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,77,,,,145B,,,2015,Collaboratorium,
OU,15-145B,3,CA3,slice photos,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,74,,,,145B,,,2015,Collaboratorium,
OV,15-145B,1,DG,slice photos,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,75,75,JA16---,145B-DG-1,145B,39,,2015,Collaboratorium,
OX,15-145B,2,DG,slice photos,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,77,,,,145B,,,2015,Collaboratorium,
OY,15-145B,3,DG,slice photos,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,74,,,,145B,,,2015,Collaboratorium,
OZ,15-145B,1,CA4,slice photos,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,75,75,,,145B,,,2015,Collaboratorium,
PA,15-145B,2,CA4,slice photos,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,77,,,,145B,,,2015,Collaboratorium,
PB,15-145B,3,CA4,slice photos,,7/18/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,74,,,,145B,,,2015,Collaboratorium,
PC,15-145C,1,CA3,slice photos,,7/22/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,72,,,,145C,,,2015,Collaboratorium,
PD,15-145C,2,CA3,slice photos,,7/22/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,74,,,,145C,,,2015,Collaboratorium,
PE,15-145C,3,CA3,slice photos,cell layer not very clear,7/22/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,75,75,,,145C,,,2015,Collaboratorium,
PF,15-145C,4,CA3,slice photos,cell layer not very clear,7/22/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,70,,,,145C,,,2015,Collaboratorium,
PG,15-145C,1,CA4,slice photos,,7/22/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,72,,,,145C,,,2015,Collaboratorium,
PH,15-145C,2,CA4,slice photos,,7/22/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,74,,,,145C,,,2015,Collaboratorium,
PI,15-145C,3,CA4,slice photos,,7/22/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,75,75,,,145C,,,2015,Collaboratorium,
PJ,15-145C,4,CA4,slice photos,no visual confirmation,7/22/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,70,,,,145C,,,2015,Collaboratorium,
PL,15-145C,1,CA1,slice photos,,7/22/15,NA,NA,NA,MK,RMH,300,250,Centered on cell layer,,,72,,,,145C,,,2015,Collaboratorium,
