ID,Year,Genotype,TrainProtocol,TrainSequence,TrainGroup,Day,TrainSession,ShockOnOff,PairedPartner,Experimenter,Housing,TestLocation,genoYear,APA,genoAPA,TrainSessionCombo,genoAPATrainSessionCombo,genoAPATrainSessionComboInd,pair1,pair2,TotalPathArena.m,SpeedArena.cm.s,SdevSpeedArena.,Linearity.Arena.,NumEntrances,Time1stEntr,Path1stEntr,Speed1stEntr.cm.s.,Dist1stEntr.m.,NumShock,MaxTimeAvoid,Time2ndEntr,Path2ndEntr,Speed2ndEntr,TimeTarget,pTimeTarget,pTimeCCW,pTimeOPP,pTimeCW,RayleigLength,RayleigAngle,PolarAvgVal,PolarSdVal,PolarMinVal,PolarMinBin,Min50.RngLoBin,Min50.RngHiBin,PolarMaxVal,PolarMaxBin,Max50.RngLoBin,Max50.RngHiBin,AnnularMinVal,AnnularMinBin,AnnularMaxVal,AnnularMaxBin,AnnularAvg,AnnularSd,AnnularSkewnes,AnnularKurtosis,Speed1,Speed2,EntrShockDiff
15145D,2015,WT,3-day,train-train,yoked,3,Retention,Off,15145C,Maddy,AnimalRoom,MBL,WT_2015,yoked_trained,WT_yoked_trained,Retention,WT_yoked_trained_Retention,_15145D,15145D_,15145C_,4.75,0.79,1,0.1554,15,19.43,0.09,0.35,1.29,63,60,41.07,0.47,1.4,127.67,0.3163,0.2426,0.223,0.2182,0.09,17.85,166.77,99.83,0.0205,260,110,320,0.0422,350,270,80,0.0243,8.5,0.3432,16.6,14.47,29.28,1.54,4.03,0.004632012,0.011443876,48
15146D,2015,WT,3-day,train-train,yoked,2,T6,On,15146C,Maddy,AnimalRoom,MBL,WT_2015,yoked_trained,WT_yoked_trained,T6_C3,WT_yoked_trained_T6_C3,_15146D,15146D_,15146C_,6.11,1.02,1.39,0.1894,15,23.77,0.4,1.75,1.21,61,111,81.93,1.58,1.75,120.901,0.297,0.2268,0.2783,0.1979,0.06,43.13,175.23,99.71,0.0162,270,120,330,0.0407,330,270,90,0.0351,8.5,0.3086,15,14.35,20.88,1.76,5.81,0.016827934,0.019284755,46
15146A,2015,WT,3-day,train-conflict,trained,1,T1,On,15146B,Maddy,AnimalRoom,MBL,WT_2015,trained_conflict,WT_trained_conflict,T1,WT_trained_conflict_T1,_15146A,15146A_,15146B_,14.19,2.36,2.56,0.3233,15,9.17,0.32,7.64,0.88,25,98,46.17,1.31,2.31,35.934,0.0939,0.6312,0.2368,0.0381,0.61,102.76,191.98,58.37,7.00E-04,340,140,80,0.0773,80,60,150,0.0225,3.5,0.3026,18,15.46,20,1.6,6,0.034896401,0.028373403,10
15140B,2015,WT,3-day,train-conflict,yoked,2,C2,On,15140A,Maddy,AnimalRoom,MBL,WT_2015,yoked_conflict,WT_yoked_conflict,T5_C2,WT_yoked_conflict_T5_C2,_15140B,15140B_,15140A_,20.27,3.38,3.32,0.4089,15,31.03,0.74,2.35,0.65,31,105,47.63,1.89,10.97,58.601,0.1179,0.2319,0.3962,0.2539,0.17,146.96,168.55,108.1,0.0109,270,200,70,0.0463,150,100,270,9.00E-04,19.4,0.3614,13.2,13.15,18.32,1.5,5.75,0.023847889,0.039680873,16
15142B,2015,WT,3-day,train-conflict,yoked,2,C3,On,15142A,Maddy,AnimalRoom,MBL,WT_2015,yoked_conflict,WT_yoked_conflict,T6_C3,WT_yoked_conflict_T6_C3,_15142B,15142B_,15142A_,15.4,2.57,3.03,0.3115,15,3.47,0.13,15.93,0.82,55,122,51.23,1.7,1.82,108.367,0.2071,0.4371,0.1794,0.1764,0.31,68.98,193.91,122.58,0.0083,200,120,20,0.0852,80,40,160,4.00E-04,3.5,0.3345,18,16.23,11.14,1.29,5.51,0.037463977,0.033183681,40
15146B,2015,WT,3-day,train-conflict,yoked,1,T2,On,15146A,Maddy,AnimalRoom,MBL,WT_2015,yoked_conflict,WT_yoked_conflict,T2,WT_yoked_conflict_T2,_15146B,15146B_,15146A_,4.9,0.82,1.05,0.1568,15,22,0.48,2.1,1.22,62,60,80.87,1.61,1.82,131.034,0.3348,0.2311,0.1917,0.2424,0.14,357.51,165.03,101.71,0.0163,180,60,290,0.0427,350,290,90,1.00E-04,8.5,0.4402,18,16.92,12.39,3.61,22.51,0.021818182,0.019908495,47
15146B,2015,WT,3-day,train-conflict,yoked,2,C1,On,15146A,Maddy,AnimalRoom,MBL,WT_2015,yoked_conflict,WT_yoked_conflict,T4_C1,WT_yoked_conflict_T4_C1,_15146B,15146B_,15146A_,9.22,1.54,2.4,0.1988,15,15.1,0.69,0.67,0.92,59,58,55.83,1.58,1.33,113.202,0.2256,0.2465,0.3029,0.225,0.13,73.22,181.41,111.43,0.0152,250,150,10,0.0397,60,350,160,0.0122,19.4,0.3889,18,15.57,24.23,1.92,5.85,0.045695364,0.028300197,44
15147B,2015,WT,3-day,train-conflict,yoked,1,T3,On,15147A,Maddy,AnimalRoom,MBL,WT_2015,yoked_conflict,WT_yoked_conflict,T3,WT_yoked_conflict_T3,_15147B,15147B_,15147A_,8.69,1.45,1.62,0.2591,15,18,0.28,2.17,1.1,61,87,105.3,1.99,2.45,119.369,0.3015,0.3209,0.1675,0.2101,0.22,34.11,159.33,92.2,0.0087,220,70,310,0.0532,50,320,110,0.0107,3.5,0.3703,18,16.37,15.17,2.09,9.27,0.015555556,0.018898386,46
15147B,2015,WT,3-day,train-conflict,yoked,2,C2,On,15147A,Maddy,AnimalRoom,MBL,WT_2015,yoked_conflict,WT_yoked_conflict,T5_C2,WT_yoked_conflict_T5_C2,_15147B,15147B_,15147A_,8.36,1.39,1.98,0.2227,15,10.83,0.26,30.72,1.01,48,90,14.83,0.56,1.96,88.767,0.1716,0.2082,0.2644,0.3558,0.09,256.37,180.76,99.65,0.0156,140,20,230,0.0406,260,160,330,0.0067,3.5,0.3912,18,16.58,12.58,2.27,10.96,0.024007387,0.037761295,33
15148B,2015,WT,3-day,train-conflict,yoked,1,T3,On,15148A,Maddy,AnimalRoom,MBL,WT_2015,yoked_conflict,WT_yoked_conflict,T3,WT_yoked_conflict_T3,_15148B,15148B_,15148A_,12.89,2.15,2.1,0.341,15,24.8,0.45,1.82,0.91,39,138,63.73,1.35,1.69,75.198,0.1894,0.3776,0.2834,0.1497,0.27,116.22,189.84,86.66,0.0095,310,180,70,0.0528,120,40,180,0.0015,19.4,0.295,16.6,14.14,24.37,1.59,5.1,0.018145161,0.021183116,24
15148B,2015,WT,3-day,train-conflict,yoked,2,C1,On,15148A,Maddy,AnimalRoom,MBL,WT_2015,yoked_conflict,WT_yoked_conflict,T4_C1,WT_yoked_conflict_T4_C1,_15148B,15148B_,15148A_,17.39,2.9,3.52,0.3297,15,41,1.95,25.13,0.76,40,248,54.3,2.47,5.72,70.166,0.1307,0.1926,0.4504,0.2263,0.28,162.66,144.44,96.39,0.0097,270,220,120,0.0545,150,100,230,0.0086,19.4,0.2391,15,13.53,24.96,1.15,3.68,0.047560976,0.045488029,25
15148D,2015,WT,3-day,train-conflict,yoked,2,C2,On,15148C,Maddy,AnimalRoom,MBL,WT_2015,yoked_conflict,WT_yoked_conflict,T5_C2,WT_yoked_conflict_T5_C2,_15148D,15148D_,15148C_,15,2.5,3.19,0.3051,15,13.13,0.17,1.22,0.78,40,122,56.7,1.87,11.46,76.501,0.1518,0.2156,0.3478,0.2848,0.08,158.4,164.81,104.11,0.0156,210,170,20,0.0433,140,40,210,0.0033,19.4,0.3191,16.6,14.61,18.15,1.42,5.11,0.012947449,0.0329806,25
16-126A,2016,WT,3-day,train-train,trained,1,T3,On,16-126B,Maddy,AnimalRoom,MBL,WT_2016,trained_trained,WT_trained_trained,T3,WT_trained_trained_T3,_16-126A,16-126A_,16-126B_,17.32,2.89,3.41,0.332,15,22.77,0.26,0.99,0.69,25,117,100.53,2.03,1.59,39.234,0.1,0.3137,0.3393,0.247,0.24,163.22,218.76,87.97,0.0066,330,250,130,0.052,240,130,280,0.015,16.9,0.3429,14.5,13.24,16.41,1.52,6.36,0.011418533,0.020192977,10
16-123B,2016,WT,3-day,train-train,yoked,1,T3,On,16-123A,Maddy,AnimalRoom,MBL,WT_2016,yoked_trained,WT_yoked_trained,T3,WT_yoked_trained_T3,_16-123B,16-123B_,16-123A_,12.25,2.04,2.74,0.2756,15,35.6,0.67,1.9,0.84,35,81,81.1,1.69,2.02,67.567,0.1664,0.3189,0.3196,0.1951,0.18,140.56,199.35,93.35,0.0137,300,210,80,0.04,90,30,190,0.0095,16.9,0.3851,15.8,14.3,15.22,2.79,13.78,0.018820225,0.020838471,20
16-121B,2016,FMR1KO,3-day,train-train,trained,1,T2,On,16-121A,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,T2,FMR1KO_trained_trained_T2,_16-121B,16-121B_,16-121A_,4.12,0.69,0.7,0.3481,15,2.87,0.03,3.87,1.14,62,60,52.7,1.27,1.78,125.264,0.333,0.2312,0.1482,0.2876,0.16,2.16,167.84,102.76,0.0109,180,50,280,0.0492,350,300,100,7.00E-04,16.9,0.3405,14.5,13.14,17.18,2.13,9.25,0.010452962,0.024098672,47
16-117B,2016,FMR1KO,3-day,train-train,yoked,2,T5,On,16-117A,Maddy,AnimalRoom,MBL,FMR1KO_2016,yoked_trained,FMR1KO_yoked_trained,T5_C2,FMR1KO_yoked_trained_T5_C2,_16-117B,16-117B_,16-117A_,7.38,1.23,1.6,0.229,15,10.57,0.03,0.55,1.31,44,75,36.53,0.73,1.43,86.304,0.2132,0.1958,0.3305,0.2605,0.16,212.28,195.72,106.16,0.015,50,290,160,0.0477,230,110,270,0.0122,15.8,0.2586,9.7,9.84,23.1,0.58,3.07,0.002838221,0.019983575,29
16-119B,2016,FMR1KO,3-day,train-train,yoked,2,T5,On,16-119A,Maddy,AnimalRoom,MBL,FMR1KO_2016,yoked_trained,FMR1KO_yoked_trained,T5_C2,FMR1KO_yoked_trained_T5_C2,_16-119B,16-119B_,16-119A_,12.66,2.11,2.25,0.3377,15,9.43,0.3,16.06,0.92,30,98,60.83,1.32,16.92,54.199,0.1419,0.2423,0.3134,0.3023,0.15,191.12,199.58,102.46,0.0098,350,250,120,0.0438,210,140,300,0.0265,7.5,0.3411,14.5,13.09,19.04,2.09,7.85,0.031813362,0.021699819,15
16-120C,2016,FMR1KO,3-day,train-conflict,trained,3,Retention,Off,16-120D,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_conflict,FMR1KO_trained_conflict,Retention,FMR1KO_trained_conflict_Retention,_16-120C,16-120C_,16-120D_,19.81,3.3,2.94,0.4695,15,31.97,1.03,3,0.73,35,104,90.83,2.89,2.21,76.767,0.1493,0.2716,0.2434,0.3356,0.05,116.97,180.94,109.2,0.01,0,230,70,0.0474,100,0,180,0.0045,15.8,0.23,13.1,10.22,27.36,0.69,2.32,0.032217704,0.031817681,20
16-116D,2016,FMR1KO,3-day,train-conflict,yoked,1,T3,On,16-116C,Maddy,AnimalRoom,MBL,FMR1KO_2016,yoked_conflict,FMR1KO_yoked_conflict,T3,FMR1KO_yoked_conflict_T3,_16-116D,16-116D_,16-116C_,8.71,1.45,1.92,0.2345,15,2.47,0.04,1.9,1.13,47,97,55.07,1.04,1.78,91.399,0.221,0.2343,0.3131,0.2316,0.09,160.25,189.26,101.03,0.0189,220,170,20,0.0467,160,40,220,0.0337,14.5,0.438,11.5,11.47,20.9,1.19,5.55,0.016194332,0.018885055,32
16-120D,2016,FMR1KO,3-day,train-conflict,yoked,1,Hab,Off,16-120C,Maddy,AnimalRoom,MBL,FMR1KO_2016,yoked_conflict,FMR1KO_yoked_conflict,Hab,FMR1KO_yoked_conflict_Hab,_16-120D,16-120D_,16-120C_,17.49,2.92,2.57,0.4416,15,9.87,0.34,9.37,0.82,33,164,22.83,1.11,8.07,59.164,0.1526,0.2078,0.3555,0.2841,0.29,202.32,220.6,96.94,0.0083,50,250,150,0.0586,240,140,270,0.0154,15.8,0.3203,13.1,11.45,21.49,1.45,4.75,0.034447822,0.048620237,18
bl12,2013,WT,2-day,train,untrained,1,T1,Off,NA,JuanMarcos,AnimalRoom,MBL,WT_2013,untrained,WT_untrained,T1,WT_untrained_T1,_bl12,bl12_,NA_,24.46,4.08,3.33,0.5245,16,9.17,0.62,4.96,0.69,36,94,86.4,3.07,8.38,68.998,0.1704,0.2616,0.2645,0.3034,0.08,231.46,176.72,109.13,0.0159,10,290,150,0.0472,270,170,340,0.0451,18,0.2399,13.2,13.54,19.72,1.25,4.91,0.067611778,0.035532407,20
fv3,2013,FMR1KO,2-day,train,untrained,1,T1,Off,NA,?,?,?,FMR1KO_2013,untrained,FMR1KO_untrained,T1,FMR1KO_untrained_T1,_fv3,fv3_,NA_,20.51,3.42,2.95,0.3724,16,31.4,1.29,4.32,0.73,34,128,1.69,8.27,64.324,0.1672,0.175,0.3808,0.277,0.27,202.17,218.48,97.26,0.014,80,260,160,0.0542,230,140,270,0.0109,18.5,0.3019,15.4,13.34,21.53,1.21,4.03,NA,0.041082803,4.893491124,18
fv7,2013,FMR1KO,2-day,train,untrained,1,T2,Off,NA,?,?,?,FMR1KO_2013,untrained,FMR1KO_untrained,T2,FMR1KO_untrained_T2,_fv7,fv7_,NA_,21.25,3.54,2.93,0.4065,16,69.4,1.56,7.04,0.75,38,113,2.05,4.46,70.099,0.1762,0.2841,0.2814,0.2583,0.16,183.4,200.18,101.29,0.0106,50,240,120,0.0582,120,50,220,3.00E-04,19.8,0.221,15.4,12.42,28.97,0.77,2.52,NA,0.022478386,2.175609756,22
15141D,2015,WT,3-day,train-train,yoked,2,T5,On,15141C,Maddy,AnimalRoom,MBL,WT_2015,yoked_trained,WT_yoked_trained,T5_C2,WT_yoked_trained_T5_C2,_15141D,15141D_,15141C_,14.81,2.47,3.66,0.2506,16,28.77,0.67,31.15,0.76,36,113,90.27,3.62,24.41,69.502,0.1776,0.1501,0.3236,0.3487,0.23,241.93,192.67,114.61,0.0111,100,280,170,0.0431,220,160,300,0.0067,19.4,0.3521,18,15.74,19.2,2.09,7.92,0.023288147,0.040101916,20
15142D,2015,WT,3-day,train-train,yoked,1,T2,On,15142C,Maddy,AnimalRoom,MBL,WT_2015,yoked_trained,WT_yoked_trained,T2,WT_yoked_trained_T2,_15142D,15142D_,15142C_,12.2,2.03,1.94,0.3059,16,9.6,0.15,1.69,1.04,48,119,129.57,2.87,5.64,98.433,0.2485,0.2762,0.226,0.2493,0.06,37.71,167.71,100.73,0.0122,240,110,310,0.0432,110,350,180,0.0111,18,0.3366,13.2,13.08,17.02,1.13,4.65,0.015625,0.022150189,32
15143D,2015,WT,3-day,train-train,yoked,2,Retest,On,15143C,Maddy,AnimalRoom,MBL,WT_2015,yoked_trained,WT_yoked_trained,Retest,WT_yoked_trained_Retest,_15143D,15143D_,15143C_,7.83,1.31,1.75,0.2216,16,23.07,0.41,2.56,1.09,60,68,78,1.65,5.39,120.099,0.3007,0.1794,0.2367,0.2832,0.15,312.89,162.19,106.57,0.0156,120,20,250,0.0497,320,250,50,0.0036,8.5,0.4188,18,16.37,10.72,1.12,4.08,0.017771998,0.021153846,44
15145D,2015,WT,3-day,train-train,yoked,2,Retest,On,15145C,Maddy,AnimalRoom,MBL,WT_2015,yoked_trained,WT_yoked_trained,Retest,WT_yoked_trained_Retest,_15145D,15145D_,15145C_,12.63,2.11,2.22,0.3345,16,0.53,NA,NA,1.01,52,194,9.3,0.31,1.54,99.998,0.2405,0.4573,0.1622,0.14,0.35,73.31,169.26,80.99,0.0095,310,130,40,0.069,80,30,150,0.0767,18,0.1968,15,12.06,26.35,0.54,2.39,NA,0.033333333,36
15147D,2015,WT,3-day,train-train,yoked,1,T2,On,15147C,Maddy,AnimalRoom,MBL,WT_2015,yoked_trained,WT_yoked_trained,T2,WT_yoked_trained_T2,_15147D,15147D_,15147C_,9.81,1.64,1.64,0.2955,16,22.9,0.13,6.13,1.25,39,84,69.4,0.96,1.56,78.605,0.1955,0.2297,0.3321,0.2427,0.13,189.26,190.57,103.5,0.01,20,260,120,0.0491,160,100,260,0.0219,18,0.2749,3.5,10.09,27.41,0.23,2.13,0.005676856,0.013832853,23
15143B,2015,WT,3-day,train-conflict,yoked,1,T3,On,15143A,Maddy,AnimalRoom,MBL,WT_2015,yoked_conflict,WT_yoked_conflict,T3,WT_yoked_conflict_T3,_15143B,15143B_,15143A_,12.96,2.16,2.22,0.3251,16,19.23,0.34,1.61,0.99,50,125,75.93,1.34,1.69,99.7,0.2509,0.2331,0.3324,0.1837,0.11,140.83,182.77,98.02,0.0133,60,290,140,0.0559,160,70,230,0.0226,3.5,0.3786,16.6,14.66,16.23,1.9,7.94,0.017680707,0.017647834,34
15143B,2015,WT,3-day,train-conflict,yoked,2,Retest,On,15143A,Maddy,AnimalRoom,MBL,WT_2015,yoked_conflict,WT_yoked_conflict,Retest,WT_yoked_conflict_Retest,_15143B,15143B_,15143A_,14.64,2.44,2.44,0.3713,16,25.1,0.44,1.69,0.93,60,131,80.27,1.51,1.75,126.597,0.3261,0.1978,0.2345,0.2416,0.09,26.21,173.02,100.5,0.0142,70,320,140,0.0445,140,110,320,0.0085,3.5,0.4195,16.6,16.62,12.09,3.62,21.37,0.01752988,0.018811511,44
15143B,2015,WT,3-day,train-conflict,yoked,2,C2,On,15143A,Maddy,AnimalRoom,MBL,WT_2015,yoked_conflict,WT_yoked_conflict,T5_C2,WT_yoked_conflict_T5_C2,_15143B,15143B_,15143A_,11.24,1.87,1.98,0.3072,16,10.4,0.18,1.96,0.97,52,72,36.37,0.85,1.82,99.234,0.1956,0.1506,0.3253,0.3285,0.09,239.96,181.68,97.57,0.0131,100,300,160,0.0404,180,130,300,0.0207,8.5,0.278,18,15.26,17.95,1.61,6.88,0.017307692,0.02337091,36
15145B,2015,WT,3-day,train-conflict,yoked,1,T2,On,15145A,Maddy,AnimalRoom,MBL,WT_2015,yoked_conflict,WT_yoked_conflict,T2,WT_yoked_conflict_T2,_15145B,15145B_,15145A_,8.53,1.42,1.56,0.2468,16,77.8,1.41,1.69,1.24,48,99,99.23,1.87,9.71,105.634,0.2654,0.3194,0.1519,0.2634,0.16,23.88,156.93,96.32,0.011,190,80,310,0.0484,60,10,180,0.015,8.5,0.546,16.6,15.57,15.03,2.52,11.45,0.018123393,0.018845107,32
15145B,2015,WT,3-day,train-conflict,yoked,2,Retest,On,15145A,Maddy,AnimalRoom,MBL,WT_2015,yoked_conflict,WT_yoked_conflict,Retest,WT_yoked_conflict_Retest,_15145B,15145B_,15145A_,9.61,1.6,2.1,0.234,16,13.53,0.19,1.4,1.07,52,80,53.83,1.04,2.65,115.799,0.2836,0.2143,0.2242,0.2779,0.12,314.34,171.09,108.11,0.0137,130,40,260,0.038,340,250,60,0.0072,3.5,0.3482,15,14.51,12.67,1.23,6.02,0.014042868,0.019320082,36
15145B,2015,WT,3-day,train-conflict,yoked,2,C2,On,15145A,Maddy,AnimalRoom,MBL,WT_2015,yoked_conflict,WT_yoked_conflict,T5_C2,WT_yoked_conflict_T5_C2,_15145B,15145B_,15145A_,6.99,1.17,1.7,0.1902,16,13.43,0.44,1.75,1.22,64,80,73.07,1.46,1.54,128.033,0.2673,0.1862,0.2258,0.3207,0.16,346.65,195.23,99.34,0.0149,180,50,280,0.0397,350,260,60,0.0014,18,0.4779,15,14.28,12.13,1.87,8.25,0.032762472,0.01998084,48
15148D,2015,WT,3-day,train-conflict,yoked,1,T1,On,15148C,Maddy,AnimalRoom,MBL,WT_2015,yoked_conflict,WT_yoked_conflict,T1,WT_yoked_conflict_T1,_15148D,15148D_,15148C_,11.57,1.93,1.99,0.3,16,11.07,0.2,2.25,1.09,34,145,38.67,0.85,4.15,55.166,0.1406,0.3006,0.2755,0.2833,0.15,164.65,196.11,100.33,0.0097,0,230,100,0.0472,150,20,190,0.0074,18,0.2526,11.1,11.66,21.32,0.81,3.48,0.018066847,0.021980864,18
15148D,2015,WT,3-day,train-conflict,yoked,2,C3,On,15148C,Maddy,AnimalRoom,MBL,WT_2015,yoked_conflict,WT_yoked_conflict,T6_C3,WT_yoked_conflict_T6_C3,_15148D,15148D_,15148C_,12.49,2.08,2.77,0.2706,16,143.13,3.74,17.12,0.93,57,177,172.2,4.87,4.27,111.132,0.2318,0.1614,0.2757,0.3311,0.14,297.44,185.08,95.54,0.0139,70,340,210,0.0502,320,230,40,0.0017,19.4,0.2479,16.6,14.71,19.33,1.4,5.49,0.026130092,0.028281069,41
16-122D,2016,WT,3-day,train-conflict,yoked,1,T2,On,16-122C,Maddy,AnimalRoom,MBL,WT_2016,yoked_conflict,WT_yoked_conflict,T2,WT_yoked_conflict_T2,_16-122D,16-122D_,16-122C_,11.77,1.96,2.17,0.2778,16,9.53,0.11,1.3,1.01,53,84,58.8,1.23,8.07,97.4,0.2389,0.2725,0.2044,0.2842,0.03,360,175.05,104.92,0.0133,210,100,300,0.0379,300,210,40,0.0341,3.1,0.3168,13.1,12.35,18.37,1.55,6.04,0.011542497,0.020918367,37
16-124D,2016,WT,3-day,train-conflict,yoked,2,C2,On,16-124C,Maddy,AnimalRoom,MBL,WT_2016,yoked_conflict,WT_yoked_conflict,T5_C2,WT_yoked_conflict_T5_C2,_16-124D,16-124D_,16-124C_,10.74,1.79,2.57,0.2508,16,2.63,0.06,7.32,0.93,51,91,25.3,1.03,1.53,103.301,0.2136,0.222,0.2685,0.2959,0.02,23.15,182.64,104.66,0.016,260,230,70,0.0391,70,300,130,7.00E-04,16.9,0.388,15.8,13.98,18.35,2.34,8.91,0.022813688,0.040711462,35
16-124D,2016,WT,3-day,train-conflict,yoked,2,C3,On,16-124C,Maddy,AnimalRoom,MBL,WT_2016,yoked_conflict,WT_yoked_conflict,T6_C3,WT_yoked_conflict_T6_C3,_16-124D,16-124D_,16-124C_,9,1.5,2.22,0.2294,16,0.53,NA,NA,1.03,46,85,7.3,0.22,3.36,83.767,0.1664,0.1992,0.2834,0.3509,0.08,259.5,175.26,99.93,0.0189,50,310,170,0.0474,290,180,0,0.0072,16.9,0.5237,15.8,14.51,15.92,2.95,13.53,NA,0.030136986,30
16-357D,2016,WT,3-day,train-conflict,yoked,1,Hab,Off,16-125D,Maddy,AnimalRoom,MBL,WT_2016,yoked_conflict,WT_yoked_conflict,Hab,WT_yoked_conflict_Hab,_16-357D,16-357D_,16-125D_,21.25,3.54,2.82,0.5052,16,0.53,NA,NA,0.76,40,102,27.17,1.68,8.56,78.162,0.1943,0.2317,0.2889,0.2851,0.09,194.72,188.54,105.3,0.0128,40,260,120,0.04,120,90,260,0.0261,15.8,0.2845,13.1,11.48,23.89,1.28,4.01,NA,0.061832904,24
16-357D,2016,WT,3-day,train-conflict,yoked,2,C3,On,16-125D,Maddy,AnimalRoom,MBL,WT_2016,yoked_conflict,WT_yoked_conflict,T6_C3,WT_yoked_conflict_T6_C3,_16-357D,16-357D_,16-125D_,9.47,1.58,1.99,0.2487,16,NA,NA,NA,NA,3,NA,NA,NA,NA,113.831,0.2228,0.1795,0.3074,0.2903,0.03,142.51,178.19,103.95,0.0164,250,220,60,0.0479,220,60,240,0.0396,7.5,0.3112,15.8,12.88,23.94,1.69,5.31,NA,NA,-13
16-116A,2016,FMR1KO,3-day,train-train,trained,1,T1,On,16-116B,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,T1,FMR1KO_trained_trained_T1,_16-116A,16-116A_,16-116B_,12.13,2.02,2.48,0.2611,16,8.43,0.19,4.27,1.03,16,96,12.2,0.41,1.07,17.298,0.0435,0.5624,0.2413,0.1528,0.44,118.21,200.65,75.93,0.0015,0,130,60,0.07,120,50,150,0.0041,16.9,0.3708,14.5,11.76,27.93,1.34,3.89,0.022538553,0.033606557,0
16-118A,2016,FMR1KO,3-day,train-train,trained,3,Retention,Off,NA,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,Retention,FMR1KO_trained_trained_Retention,_16-118A,16-118A_,NA_,11.51,1.92,1.83,0.3256,16,29.47,0.75,7.91,1.18,41,99,128.9,2.76,11.67,78.937,0.2006,0.261,0.2654,0.2729,0.09,197.43,188.01,105.16,0.0141,20,210,60,0.0431,210,120,300,7.00E-04,15.8,0.2822,11.5,10.65,22.52,1.14,3.6,0.02544961,0.021411947,25
16-121A,2016,FMR1KO,3-day,train-train,yoked,2,T4,On,16-121B,Maddy,AnimalRoom,MBL,FMR1KO_2016,yoked_trained,FMR1KO_yoked_trained,T4_C1,FMR1KO_yoked_trained_T4_C1,_16-121A,16-121A_,16-121B_,9.95,1.66,2.12,0.2439,16,0.53,NA,NA,1.1,48,172,173.33,4.33,1.71,88.464,0.218,0.1874,0.3697,0.2249,0.17,206.46,191.83,105.24,0.0103,20,280,150,0.0477,170,110,270,0.0384,7.5,0.2578,14.5,12.14,25.85,1.34,3.74,NA,0.02498125,32
16-121A,2016,FMR1KO,3-day,train-train,yoked,2,T6,On,16-121B,Maddy,AnimalRoom,MBL,FMR1KO_2016,yoked_trained,FMR1KO_yoked_trained,T6_C3,FMR1KO_yoked_trained_T6_C3,_16-121A,16-121A_,16-121B_,15.1,2.52,2.64,0.3406,16,69.27,1.79,1.22,0.87,51,107,176.27,3.96,3.15,105.172,0.2603,0.227,0.2689,0.2438,0.05,195.99,187.85,103.66,0.0191,310,230,70,0.0383,230,120,300,0.0681,15.8,0.2753,13.1,11.66,21.91,1.2,4.21,0.025840912,0.022465536,35
16-116C,2016,FMR1KO,3-day,train-conflict,trained,2,C1,On,16-116D,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_conflict,FMR1KO_trained_conflict,T4_C1,FMR1KO_trained_conflict_T4_C1,_16-116C,16-116C_,16-116D_,12.35,2.06,2.64,0.2759,16,0.53,NA,NA,0.99,17,298,9.43,0.35,1.65,18.464,0.036,0.2769,0.2198,0.4674,0.15,194.68,180.53,106.16,7.00E-04,10,260,120,0.0574,240,170,310,0.006,3.1,0.3977,15.8,14.17,15,1.87,7.47,NA,0.037115589,1
bl4,2013,WT,2-day,train,untrained,1,T3,Off,NA,JuanMarcos,AnimalRoom,MBL,WT_2013,untrained,WT_untrained,T3,WT_untrained_T3,_bl4,bl4_,NA_,12.95,2.16,2.02,0.3416,17,0.53,NA,NA,1.04,41,143,17.77,0.56,2.13,77.269,0.179,0.1661,0.4046,0.2502,0.25,207.21,199.75,105.75,0.0075,70,220,100,0.0629,180,140,280,0.0318,18,0.2248,16.6,12.81,23.75,1.02,3.57,NA,0.031513787,24
bl10,2013,WT,2-day,train,untrained,1,T2,Off,NA,JuanMarcos,AnimalRoom,MBL,WT_2013,untrained,WT_untrained,T2,WT_untrained_T2,_bl10,bl10_,NA_,15.33,2.56,2.49,0.3593,17,15,0.52,7.09,0.97,55,88,45.93,1.28,4.99,107.065,0.2641,0.2444,0.2187,0.2728,0.04,307.19,175.61,105.83,0.0168,160,10,210,0.0377,280,160,350,0.0012,19.4,0.2735,13.2,13.96,16.89,1.15,6.13,0.034666667,0.027868496,38
bl12,2013,WT,2-day,train,untrained,1,T3,Off,NA,JuanMarcos,AnimalRoom,MBL,WT_2013,untrained,WT_untrained,T3,WT_untrained_T3,_bl12,bl12_,NA_,16.43,2.74,2.63,0.3737,17,21.2,0.26,1.1,0.89,55,83,32.23,0.49,2.04,101.733,0.244,0.2631,0.2866,0.2063,0.11,104.15,181.34,97.14,0.0141,240,160,20,0.0405,20,350,160,0.0012,19.4,0.3347,16.6,14.41,17.64,1.26,4.81,0.012264151,0.015203227,38
